MovieID,Title,Genres,AverageRating,MaleAverageRating,FemaleAverageRating,MaleCount,FemaleCount
893,Mother Night (1996),Drama,2.62,2.55,2.81,56.0,21.0
894,Liebelei (1933),Romance,2.71,2.77,2.29,52.0,7.0
895,Venice/Venice (1992),Drama,,,,,
896,Wild Reeds (1994),Drama,3.0,3.0,,2.0,0.0
897,For Whom the Bell Tolls (1943),Adventure|War,2.58,2.33,3.4,33.0,10.0
898,Philadelphia Story  The (1940),Comedy|Romance,2.94,2.92,3.22,95.0,9.0
899,Singin' in the Rain (1952),Musical|Romance,2.5,,2.5,0.0,2.0
900,American in Paris  An (1951),Musical|Romance,2.21,2.22,2.19,32.0,16.0
901,Funny Face (1957),Comedy|Musical,2.5,3.0,2.0,1.0,1.0
902,Breakfast at Tiffany's (1961),Drama|Romance,,,,,
903,Vertigo (1958),Mystery|Thriller,2.36,2.33,2.54,157.0,26.0
904,Rear Window (1954),Mystery|Thriller,3.86,3.69,4.07,84.0,68.0
905,It Happened One Night (1934),Comedy,3.7,3.7,3.67,63.0,6.0
906,Gaslight (1944),Mystery|Thriller,,,,,
907,Gay Divorcee  The (1934),Comedy|Musical|Romance,1.0,1.0,,2.0,0.0
908,North by Northwest (1959),Drama|Thriller,3.43,3.61,2.92,38.0,13.0
909,Apartment  The (1960),Comedy|Drama,3.76,3.75,3.8,83.0,15.0
910,Some Like It Hot (1959),Comedy|Crime,4.3,4.2,4.45,347.0,235.0
911,Charade (1963),Comedy|Mystery|Romance|Thriller,4.28,4.25,4.33,454.0,297.0
912,Casablanca (1942),Drama|Romance|War,3.85,3.79,3.93,196.0,147.0
913,Maltese Falcon  The (1941),Film-Noir|Mystery,3.64,3.44,3.84,86.0,88.0
914,My Fair Lady (1964),Musical|Romance,3.91,3.79,4.04,363.0,313.0
915,Sabrina (1954),Comedy|Romance,4.27,4.27,4.28,671.0,234.0
916,Roman Holiday (1953),Comedy|Romance,4.48,4.47,4.48,759.0,291.0
917,Little Princess  The (1939),Children's|Drama,4.28,4.16,4.5,244.0,130.0
918,Meet Me in St. Louis (1944),Musical,4.1,3.88,4.34,100.0,87.0
919,Wizard of Oz  The (1939),Adventure|Children's|Drama|Musical,3.92,3.69,4.18,54.0,51.0
920,Gone with the Wind (1939),Drama|Romance|War,4.38,4.39,4.36,983.0,332.0
921,My Favorite Year (1982),Comedy,4.13,4.1,4.19,293.0,124.0
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,4.3,4.23,4.46,577.0,255.0
923,Citizen Kane (1941),Drama,4.18,4.1,4.31,185.0,121.0
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,4.41,4.46,4.3,1164.0,505.0
925,Golden Earrings (1947),Adventure|Romance,4.4,4.41,4.34,808.0,235.0
926,All About Eve (1950),Drama,4.15,3.99,4.34,336.0,300.0
927,Women  The (1939),Comedy,3.96,3.77,4.14,172.0,193.0
928,Rebecca (1940),Romance|Thriller,4.22,4.07,4.35,207.0,218.0
929,Foreign Correspondent (1940),Thriller,3.68,3.31,3.86,26.0,51.0
930,Notorious (1946),Film-Noir|Romance|Thriller,3.79,3.6,4.01,101.0,88.0
931,Spellbound (1945),Mystery|Romance|Thriller,4.25,4.2,4.36,1211.0,507.0
932,Affair to Remember  An (1957),Romance,4.0,3.83,4.27,715.0,441.0
933,To Catch a Thief (1955),Comedy|Romance|Thriller,3.89,3.92,3.81,228.0,74.0
934,Father of the Bride (1950),Comedy,4.49,4.46,4.57,353.0,117.0
935,Band Wagon  The (1953),Comedy|Musical,4.39,4.41,4.33,836.0,280.0
936,Ninotchka (1939),Comedy|Romance,4.07,4.13,3.83,1372.0,344.0
937,Love in the Afternoon (1957),Comedy|Romance,3.25,3.33,3.0,9.0,3.0
938,Gigi (1958),Musical,4.26,4.19,4.36,246.0,157.0
939,Reluctant Debutante  The (1958),Comedy|Drama,3.98,3.91,4.05,45.0,39.0
940,Adventures of Robin Hood  The (1938),Action|Adventure,4.2,4.12,4.31,213.0,173.0
941,Mark of Zorro  The (1940),Adventure,3.78,3.8,3.74,70.0,23.0
942,Laura (1944),Crime|Film-Noir|Mystery,4.29,4.21,4.45,289.0,156.0
943,Ghost and Mrs. Muir  The (1947),Drama|Romance,3.91,3.76,4.19,132.0,74.0
944,Lost Horizon (1937),Drama,3.95,3.67,4.14,76.0,113.0
945,Top Hat (1935),Comedy|Musical|Romance,4.1,4.04,4.2,276.0,167.0
946,To Be or Not to Be (1942),Comedy|Drama|War,3.66,3.63,3.72,203.0,101.0
947,My Man Godfrey (1936),Comedy,3.63,3.5,3.79,38.0,33.0
948,Giant (1956),Drama,4.08,4.01,4.2,86.0,46.0
949,East of Eden (1955),Drama,3.75,3.14,4.3,21.0,23.0
950,Thin Man  The (1934),Mystery,3.62,3.37,3.85,89.0,98.0
951,His Girl Friday (1940),Comedy,3.18,2.0,3.86,4.0,7.0
952,Around the World in 80 Days (1956),Adventure|Comedy,3.97,3.92,4.17,294.0,84.0
953,It's a Wonderful Life (1946),Drama,3.7,3.65,3.88,81.0,24.0
954,Mr. Smith Goes to Washington (1939),Drama,4.2,4.16,4.28,184.0,108.0
955,Bringing Up Baby (1938),Comedy,3.98,3.96,4.01,89.0,82.0
956,Penny Serenade (1941),Drama|Romance,3.79,3.74,3.96,74.0,23.0
957,Scarlet Letter  The (1926),Drama,4.15,4.06,4.25,133.0,118.0
958,Lady of Burlesque (1943),Comedy|Mystery,3.85,3.82,3.95,121.0,40.0
959,Of Human Bondage (1934),Drama,4.11,4.08,4.16,125.0,63.0
960,Angel on My Shoulder (1946),Crime|Drama,3.75,3.7,3.86,87.0,43.0
961,Little Lord Fauntleroy (1936),Drama,3.98,3.99,3.94,152.0,63.0
962,They Made Me a Criminal (1939),Crime|Drama,4.24,4.3,4.12,196.0,96.0
963,Inspector General  The (1949),Musical,4.25,4.21,4.31,253.0,144.0
964,Angel and the Badman (1947),Western,3.6,3.6,3.6,217.0,52.0
965,39 Steps  The (1935),Thriller,4.3,4.29,4.31,529.0,200.0
966,Walk in the Sun  A (1945),Drama,4.24,4.18,4.4,283.0,100.0
967,Outlaw  The (1943),Western,4.17,4.14,4.21,251.0,162.0
968,Night of the Living Dead (1968),Horror|Sci-Fi,3.55,3.41,3.65,17.0,23.0
969,African Queen  The (1951),Action|Adventure|Romance|War,3.24,3.05,3.53,22.0,15.0
970,Beat the Devil (1954),Comedy|Drama,3.38,3.44,3.25,9.0,4.0
971,Cat on a Hot Tin Roof (1958),Drama,3.74,3.52,3.94,27.0,31.0
972,Last Time I Saw Paris  The (1954),Drama,3.45,3.5,3.25,16.0,4.0
973,Meet John Doe (1941),Drama,3.48,3.53,3.38,15.0,8.0
974,Algiers (1938),Drama|Romance,3.55,3.56,3.5,9.0,2.0
975,Something to Sing About (1937),Comedy|Musical,3.57,3.41,4.08,41.0,13.0
976,Farewell to Arms  A (1932),Romance|War,3.39,3.3,3.88,43.0,8.0
977,Moonlight Murder (1936),Mystery,4.08,4.11,3.97,195.0,58.0
978,Blue Angel  The (Blaue Engel  Der) (1930),Drama,4.0,4.0,4.0,4.0,2.0
979,Nothing Personal (1995),Drama|War,3.26,3.15,4.0,20.0,3.0
980,In the Line of Duty 2 (1987),Action,3.67,3.72,3.42,592.0,123.0
981,Dangerous Ground (1997),Drama,4.25,4.22,4.32,764.0,293.0
982,Picnic (1955),Drama,3.41,3.45,3.25,29.0,8.0
983,Madagascar Skin (1995),Romance,4.05,4.05,4.05,163.0,108.0
984,Pompatus of Love  The (1996),Comedy|Drama,3.17,3.0,3.2,1.0,5.0
985,Small Wonders (1996),Documentary,3.91,3.81,4.17,58.0,24.0
986,Fly Away Home (1996),Adventure|Children's,3.75,3.56,4.0,9.0,7.0
987,Bliss (1997),Drama|Romance,1.5,1.5,,2.0,0.0
988,Grace of My Heart (1996),Comedy|Drama,3.57,3.59,3.53,39.0,17.0
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,2.0,2.0,,2.0,0.0
990,Maximum Risk (1996),Action|Adventure|Thriller,3.94,3.96,3.9,70.0,30.0
991,Michael Collins (1996),Drama|War,,,,,
992,Rich Man's Wife  The (1996),Thriller,2.8,2.8,,5.0,0.0
993,Infinity (1996),Drama,2.75,3.33,1.0,3.0,1.0
994,Big Night (1996),Drama,3.68,3.71,3.63,51.0,30.0
996,Last Man Standing (1996),Action|Drama|Western,,,,,
997,Caught (1996),Drama|Thriller,2.67,2.42,3.0,19.0,14.0
998,Set It Off (1996),Action|Crime,3.75,5.0,3.33,1.0,3.0
999,2 Days in the Valley (1996),Crime,3.6,3.5,3.76,138.0,94.0
1000,Curdled (1996),Crime,2.9,2.96,2.81,24.0,16.0
1001,Associate  The (L'Associe)(1982),Comedy,3.38,3.48,3.28,33.0,36.0
1002,Ed's Next Move (1996),Comedy,5.0,5.0,,1.0,0.0
1003,Extreme Measures (1996),Drama|Thriller,2.57,2.61,2.2,49.0,5.0
1004,Glimmer Man  The (1996),Action|Thriller,3.52,3.56,3.41,133.0,37.0
1005,D3: The Mighty Ducks (1996),Children's|Comedy,2.6,2.33,3.4,15.0,5.0
1006,Chamber  The (1996),Drama,3.11,3.17,3.0,6.0,3.0
1007,Apple Dumpling Gang  The (1975),Children's|Comedy|Western,4.1,4.07,4.14,309.0,141.0
1008,Davy Crockett  King of the Wild Frontier (1955),Western,,,,,
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,2.91,2.93,2.56,238.0,18.0
1010,Love Bug  The (1969),Children's|Comedy,3.36,3.28,3.5,18.0,10.0
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,3.01,2.89,3.45,73.0,20.0
1012,Old Yeller (1957),Children's|Drama,3.28,3.24,3.49,241.0,45.0
1013,Parent Trap  The (1961),Children's|Drama,3.05,2.8,3.8,15.0,5.0
1014,Pollyanna (1960),Children's|Comedy|Drama,,,,,
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,4.25,4.25,4.25,4.0,4.0
1016,Shaggy Dog  The (1959),Children's|Comedy,2.94,3.0,2.78,89.0,32.0
1017,Swiss Family Robinson (1960),Adventure|Children's,2.66,2.65,2.75,85.0,16.0
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,2.37,2.28,2.6,100.0,42.0
1019,20 000 Leagues Under the Sea (1954),Adventure|Children's|Fantasy|Sci-Fi,3.09,3.11,3.04,55.0,23.0
1020,Cool Runnings (1993),Comedy,2.98,2.97,3.02,182.0,50.0
1021,Angels in the Outfield (1994),Children's|Comedy,3.33,3.3,3.54,84.0,13.0
1022,Cinderella (1950),Animation|Children's|Musical,3.19,3.12,3.34,202.0,89.0
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,3.27,3.23,3.37,172.0,70.0
1024,Three Caballeros  The (1945),Animation|Children's|Musical,2.73,2.66,2.97,106.0,29.0
1025,Sword in the Stone  The (1963),Animation|Children's,3.7,3.7,3.73,210.0,91.0
1026,So Dear to My Heart (1949),Children's|Drama,3.57,3.39,3.81,150.0,108.0
1027,Robin Hood: Prince of Thieves (1991),Drama,3.4,3.15,3.66,68.0,68.0
1028,Mary Poppins (1964),Children's|Comedy|Musical,3.35,3.23,3.62,163.0,71.0
1029,Dumbo (1941),Animation|Children's|Musical,3.22,3.14,3.45,118.0,38.0
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,3.59,3.57,3.63,203.0,73.0
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,3.25,3.12,3.43,72.0,51.0
1032,Alice in Wonderland (1951),Animation|Children's|Musical,3.7,3.71,3.67,478.0,97.0
1033,Fox and the Hound  The (1981),Animation|Children's,3.24,3.22,3.28,275.0,117.0
1034,Freeway (1996),Crime,2.77,2.58,3.16,167.0,80.0
1035,Sound of Music  The (1965),Musical,3.76,3.62,3.97,353.0,224.0
1036,Die Hard (1988),Action|Thriller,3.99,3.99,3.99,148.0,73.0
1037,Lawnmower Man  The (1992),Action|Sci-Fi|Thriller,3.25,3.22,3.31,94.0,32.0
1038,Unhook the Stars (1996),Drama,3.61,3.56,3.73,207.0,86.0
1039,Synthetic Pleasures (1995),Documentary,3.62,2.67,4.2,3.0,5.0
1040,Secret Agent  The (1996),Drama,3.16,3.16,3.16,251.0,93.0
1041,Secrets & Lies (1996),Drama,3.89,3.73,4.2,657.0,354.0
1042,That Thing You Do! (1996),Comedy,3.69,3.69,3.68,368.0,200.0
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,3.08,3.01,3.2,215.0,108.0
1044,Surviving Picasso (1996),Drama,3.48,3.43,3.58,208.0,111.0
1045,Love Is All There Is (1996),Comedy|Drama,3.7,3.69,3.71,338.0,187.0
1046,Beautiful Thing (1996),Drama|Romance,3.45,3.39,3.57,191.0,96.0
1047,Long Kiss Goodnight  The (1996),Action|Thriller,3.64,3.61,3.77,134.0,35.0
1049,Ghost and the Darkness  The (1996),Action|Adventure,3.93,3.78,4.23,591.0,291.0
1050,Looking for Richard (1996),Documentary|Drama,4.12,4.17,3.92,1359.0,307.0
1051,Trees Lounge (1996),Drama,2.66,2.68,2.56,529.0,86.0
1052,Proprietor  The (1996),Drama,3.27,3.38,3.0,8.0,3.0
1053,Normal Life (1996),Crime|Drama,3.67,4.0,3.0,2.0,1.0
1054,Get on the Bus (1996),Drama,3.0,3.25,2.0,4.0,1.0
1055,Shadow Conspiracy (1997),Thriller,4.04,4.06,4.01,269.0,205.0
1056,Jude (1996),Drama,3.48,3.48,3.49,348.0,180.0
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,2.84,2.79,2.88,43.0,65.0
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,3.29,3.29,3.27,24.0,11.0
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,,,,,
1060,Swingers (1996),Comedy|Drama,4.07,4.12,3.83,72.0,18.0
1061,Sleepers (1996),Crime|Drama,3.48,3.46,3.6,352.0,82.0
1062,Sunchaser  The (1996),Drama,,,,,
1063,Johns (1996),Drama,3.33,3.32,3.38,363.0,88.0
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,3.82,3.94,3.5,106.0,40.0
1065,Woman in Question  The (1950),Mystery,3.42,3.52,3.05,77.0,21.0
1066,Shall We Dance? (1937),Comedy|Musical|Romance,,,,,
1067,Damsel in Distress  A (1937),Comedy|Musical|Romance,2.91,2.88,3.33,32.0,3.0
1068,Crossfire (1947),Crime|Film-Noir,3.31,3.25,3.62,68.0,13.0
1069,Murder  My Sweet (1944),Film-Noir|Thriller,2.74,2.81,2.33,16.0,3.0
1070,Macao (1952),Adventure,3.54,3.5,3.58,26.0,24.0
1071,For the Moment (1994),Romance|War,3.56,3.64,3.43,168.0,106.0
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,3.27,3.27,,11.0,0.0
1075,Sexual Life of the Belgians  The (1994),Comedy,3.4,3.32,3.53,295.0,184.0
1076,Innocents  The (1961),Thriller,3.94,4.0,3.74,610.0,176.0
1077,Sleeper (1973),Comedy|Sci-Fi,3.55,3.55,3.56,276.0,98.0
1078,Bananas (1971),Comedy|War,2.5,2.5,,2.0,0.0
1079,Fish Called Wanda  A (1988),Comedy,3.15,3.0,3.67,20.0,6.0
1080,Monty Python's Life of Brian (1979),Comedy,2.89,2.96,2.76,137.0,72.0
1081,Victor/Victoria (1982),Comedy|Musical,,,,,
1082,Candidate  The (1972),Drama,4.17,4.05,4.3,96.0,79.0
1083,Great Race  The (1965),Comedy|Musical,3.78,3.45,4.08,11.0,12.0
1084,Bonnie and Clyde (1967),Crime|Drama,3.69,3.79,3.45,24.0,11.0
1085,Old Man and the Sea  The (1958),Adventure|Drama,3.93,3.99,3.79,76.0,34.0
1086,Dial M for Murder (1954),Mystery|Thriller,3.0,3.0,,2.0,0.0
1087,Madame Butterfly (1995),Musical,3.4,3.0,5.0,4.0,1.0
1088,Dirty Dancing (1987),Musical|Romance,,,,,
1089,Reservoir Dogs (1992),Crime|Thriller,3.86,3.79,4.06,969.0,344.0
1090,Platoon (1986),Drama|War,,,,,
1091,Weekend at Bernie's (1989),Comedy,,,,,
1092,Basic Instinct (1992),Mystery|Thriller,4.0,3.81,4.43,16.0,7.0
1093,Doors  The (1991),Drama|Musical,3.98,3.97,4.03,600.0,144.0
1094,Crying Game  The (1992),Drama|Romance|War,3.84,3.84,3.81,304.0,68.0
1095,Glengarry Glen Ross (1992),Drama,3.97,4.01,3.86,1002.0,324.0
1096,Sophie's Choice (1982),Drama,4.02,4.03,3.97,746.0,180.0
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,3.62,3.52,3.78,265.0,169.0
1098,Search for One-eye Jimmy  The (1996),Comedy,3.7,3.69,3.74,116.0,38.0
1099,Christmas Carol  A (1938),Drama,3.53,3.6,3.34,120.0,44.0
1100,Days of Thunder (1990),Action|Romance,4.1,4.11,4.06,515.0,171.0
1101,Top Gun (1986),Action|Romance,3.78,3.82,3.63,104.0,27.0
1102,American Strays (1996),Action,4.08,4.02,4.19,251.0,128.0
1103,Rebel Without a Cause (1955),Drama,3.44,3.0,3.89,9.0,9.0
1104,Streetcar Named Desire  A (1951),Drama,3.31,2.96,3.79,396.0,291.0
1105,Children of the Corn IV: The Gathering (1996),Horror,4.14,4.21,3.77,1038.0,221.0
1106,Leopard Son  The (1996),Documentary,4.09,4.12,3.93,953.0,190.0
1107,Loser (1991),Comedy,2.79,2.8,2.78,287.0,86.0
1108,Prerokbe Ognja (1995),Documentary,3.54,3.59,3.39,586.0,165.0
1109,Charm's Incidents (1996),Drama,3.41,3.43,3.34,505.0,175.0
1110,Bird of Prey (1996),Action,3.73,3.67,3.87,832.0,397.0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,3.88,3.97,3.58,446.0,125.0
1112,Palookaville (1996),Action|Drama,3.98,3.91,4.09,213.0,131.0
1113,Associate  The (1996),Comedy,3.97,3.92,4.09,1668.0,601.0
1114,Funeral  The (1996),Drama,2.4,2.4,,5.0,0.0
1115,Sleepover (1995),Comedy|Drama,3.99,4.07,3.83,128.0,66.0
1116,Single Girl  A (La Fille Seule) (1995),Drama,2.81,2.81,2.8,333.0,87.0
1117,Eighth Day  The (Le Huitième jour ) (1996),Drama,3.69,3.68,3.71,758.0,252.0
1118,Tashunga (1995),Adventure|Western,2.0,2.0,,4.0,0.0
1119,Drunks (1997),Drama,3.92,3.92,3.94,289.0,113.0
1120,People vs. Larry Flynt  The (1996),Drama,4.23,4.21,4.25,326.0,157.0
1121,Glory Daze (1996),Drama,1.79,1.59,2.4,32.0,10.0
1122,Plutonium Circus (1995),Documentary,,,,,
1123,Perfect Candidate  A (1996),Documentary,2.0,1.0,2.5,1.0,2.0
1124,On Golden Pond (1981),Drama,,,,,
1125,Return of the Pink Panther  The (1974),Comedy,,,,,
1126,Drop Dead Fred (1991),Comedy|Fantasy,,,,,
1127,Abyss  The (1989),Action|Adventure|Sci-Fi|Thriller,4.1,3.97,4.44,69.0,25.0
1128,Fog  The (1980),Horror,3.43,3.32,3.86,28.0,7.0
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.0,2.72,3.5,32.0,18.0
1130,Howling  The (1980),Horror,2.87,2.75,3.29,24.0,7.0
1131,Jean de Florette (1986),Drama,1.0,1.0,,1.0,0.0
1132,Manon of the Spring (Manon des sources) (1986),Drama,3.41,3.55,3.17,11.0,6.0
1133,Talking About Sex (1994),Comedy|Drama,4.25,4.14,4.4,7.0,5.0
1134,Johnny 100 Pesos (1993),Action|Drama,2.0,2.0,,1.0,0.0
1135,Private Benjamin (1980),Comedy,3.21,3.09,3.42,22.0,12.0
1136,Monty Python and the Holy Grail (1974),Comedy,3.58,3.61,3.5,342.0,114.0
1137,Hustler White (1996),Romance,3.08,2.91,4.0,11.0,2.0
1138,Dadetown (1995),Documentary,,,,,
1139,Everything Relative (1996),Drama,3.73,3.96,3.0,25.0,8.0
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,3.74,3.69,3.87,286.0,119.0
1141,Hoogste tijd (1995),Drama,3.78,3.75,3.88,307.0,78.0
1142,Get Over It (1996),Drama,2.37,2.27,2.63,228.0,89.0
1143,Three Lives and Only One Death (1996),Comedy,3.68,3.69,3.66,1401.0,314.0
1144,Line King: Al Hirschfeld  The (1996),Documentary,2.92,2.92,2.92,145.0,25.0
1145,Snowriders (1996),Documentary,3.46,3.5,3.19,771.0,113.0
1146,Curtis's Charm (1995),Comedy|Drama,3.26,3.33,2.89,193.0,38.0
1147,When We Were Kings (1996),Documentary,4.32,4.33,4.31,135.0,81.0
1148,Wrong Trousers  The (1993),Animation|Comedy,4.26,4.25,4.28,138.0,82.0
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,2.0,2.0,,2.0,0.0
1150,Return of Martin Guerre  The (Retour de Martin Guerre  Le) (1982),Drama,3.0,3.0,,2.0,0.0
1151,Faust (1994),Animation|Comedy|Thriller,3.19,3.11,3.41,297.0,110.0
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,4.34,4.36,4.24,1247.0,352.0
1153,Raw Deal (1948),Film-Noir,,,,,
1154,T-Men (1947),Film-Noir,3.86,3.86,,7.0,0.0
1155,Invitation  The (Zaproszenie) (1986),Drama,4.0,,4.0,0.0,2.0
1156,Children Are Watching us  The (Bambini ci guardano  I) (1942),Drama,,,,,
1157,Symphonie pastorale  La (1946),Drama,,,,,
1158,Here Comes Cookie (1935),Comedy,1.0,1.0,,2.0,0.0
1159,Love in Bloom (1935),Romance,,,,,
1160,Six of a Kind (1934),Comedy,3.75,3.69,4.0,13.0,3.0
1161,Tin Drum  The (Blechtrommel  Die) (1979),Drama,2.5,2.5,,2.0,0.0
1162,Ruling Class  The (1972),Comedy,,,,,
1163,Mina Tannenbaum (1994),Drama,4.32,4.35,4.2,228.0,49.0
1164,Two or Three Things I Know About Her (1966),Drama,4.51,4.48,4.59,644.0,238.0
1165,Bloody Child  The (1996),Drama|Thriller,3.5,3.5,,4.0,0.0
1166,Farmer & Chase (1995),Comedy,3.93,3.9,3.97,93.0,65.0
1167,Dear God (1996),Comedy,3.48,3.88,2.14,24.0,7.0
1168,Bad Moon (1996),Horror,3.48,3.65,3.11,20.0,9.0
1169,American Dream (1990),Documentary,3.43,3.31,5.0,13.0,1.0
1170,Best of the Best 3: No Turning Back (1995),Action,3.73,3.67,4.0,12.0,3.0
1171,Bob Roberts (1992),Comedy,,,,,
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,,,,,
1173,Cook the Thief His Wife & Her Lover  The (1989),Drama,,,,,
1174,Grosse Fatigue (1994),Comedy,,,,,
1175,Delicatessen (1991),Comedy|Sci-Fi,,,,,
1176,Double Life of Veronique  The (La Double Vie de Véronique) (1991),Drama,2.17,2.17,,6.0,0.0
1177,Enchanted April (1991),Drama,3.95,3.92,4.06,77.0,17.0
1178,Paths of Glory (1957),Drama|War,3.91,3.93,3.83,73.0,23.0
1179,Grifters  The (1990),Crime|Drama|Film-Noir,2.95,2.62,3.67,13.0,6.0
1180,Hear My Song (1991),Comedy,3.6,3.33,4.0,3.0,2.0
1181,Shooter  The (1995),Action,1.0,1.0,,1.0,0.0
1183,English Patient  The (1996),Drama|Romance|War,,,,,
1184,Mediterraneo (1991),Comedy|War,2.89,2.75,3.21,65.0,29.0
1185,My Left Foot (1989),Drama,2.06,2.0,3.0,17.0,1.0
1186,Sex  Lies  and Videotape (1989),Drama,3.72,3.71,3.75,28.0,8.0
1187,Passion Fish (1992),Drama,1.65,1.65,,17.0,0.0
1188,Strictly Ballroom (1992),Comedy|Romance,3.73,3.73,3.75,309.0,106.0
1189,Thin Blue Line  The (1988),Documentary,4.29,4.27,4.32,404.0,211.0
1190,Tie Me Up! Tie Me Down! (1990),Drama,3.35,3.31,3.44,143.0,55.0
1191,Madonna: Truth or Dare (1991),Documentary,3.8,3.67,4.0,3.0,2.0
1192,Paris Is Burning (1990),Documentary,4.0,3.98,4.07,279.0,89.0
1193,One Flew Over the Cuckoo's Nest (1975),Drama,3.94,3.92,3.96,80.0,49.0
1194,Up in Smoke (1978),Comedy,3.99,3.89,4.09,71.0,76.0
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,4.47,4.49,4.39,202.0,28.0
1197,Princess Bride  The (1987),Action|Adventure|Comedy|Romance,3.79,3.79,3.79,661.0,224.0
1198,Raiders of the Lost Ark (1981),Action|Adventure,3.84,3.78,4.1,40.0,10.0
1199,Brazil (1985),Sci-Fi,2.9,3.0,2.0,9.0,1.0
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,,,,,
1201,Good  The Bad and The Ugly  The (1966),Action|Western,3.61,3.56,3.7,638.0,351.0
1202,Withnail and I (1987),Comedy,3.8,3.77,3.88,66.0,25.0
1203,12 Angry Men (1957),Drama,3.96,3.89,4.1,305.0,148.0
1204,Lawrence of Arabia (1962),Adventure|War,3.61,3.61,3.62,387.0,175.0
1205,Transformers: The Movie  The (1986),Action|Animation|Children's|Sci-Fi|Thriller|War,3.66,3.71,3.59,84.0,63.0
1206,Clockwork Orange  A (1971),Sci-Fi,3.95,3.77,4.17,372.0,304.0
1207,To Kill a Mockingbird (1962),Drama,4.25,4.21,4.4,211.0,58.0
1208,Apocalypse Now (1979),Drama|War,3.51,3.51,3.51,95.0,37.0
1209,Once Upon a Time in the West (1969),Western,3.06,2.95,3.34,148.0,61.0
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,4.03,4.0,4.08,65.0,40.0
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,4.39,4.42,4.31,1281.0,444.0
1212,Third Man  The (1949),Mystery|Thriller,3.48,3.59,2.94,176.0,36.0
1213,GoodFellas (1990),Crime|Drama,,,,,
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,4.29,4.34,4.11,2342.0,648.0
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,4.3,4.29,4.34,1682.0,636.0
1216,Big Blue  The (Le Grand Bleu) (1988),Adventure|Romance,4.48,4.52,4.33,1942.0,572.0
1217,Ran (1985),Drama|War,4.1,4.11,4.06,753.0,160.0
1218,Killer  The (Die xue shuang xiong) (1989),Action|Thriller,4.13,4.19,3.8,1532.0,288.0
1219,Psycho (1960),Horror|Thriller,4.13,4.22,3.49,723.0,99.0
1220,Blues Brothers  The (1980),Action|Comedy|Musical,3.61,3.66,3.47,53.0,19.0
1221,Godfather: Part II  The (1974),Action|Crime|Drama,4.3,4.33,4.18,475.0,141.0
1222,Full Metal Jacket (1987),Action|Drama|War,4.4,4.44,4.24,673.0,158.0
1223,Grand Day Out  A (1992),Animation|Comedy,3.38,3.43,2.86,210.0,21.0
1224,Henry V (1989),Drama|War,4.08,4.15,3.76,1015.0,214.0
1225,Amadeus (1984),Drama,4.43,4.37,4.54,628.0,300.0
1226,Quiet Man  The (1952),Comedy|Romance,4.24,4.29,3.96,997.0,179.0
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,4.02,4.07,3.46,160.0,13.0
1228,Raging Bull (1980),Drama,4.02,4.07,3.87,2230.0,653.0
1230,Annie Hall (1977),Comedy|Romance,4.11,4.07,4.2,168.0,74.0
1231,Right Stuff  The (1983),Drama,4.45,4.45,4.47,377.0,103.0
1232,Stalker (1979),Mystery|Sci-Fi,4.28,4.33,4.07,1298.0,359.0
1233,Boat  The (Das Boot) (1981),Action|Drama|War,4.16,4.22,3.89,1675.0,349.0
1234,Sting  The (1973),Comedy|Crime,3.8,3.84,3.6,817.0,128.0
1235,Harold and Maude (1971),Comedy,3.66,3.76,3.38,63.0,24.0
