record_id,timestamp,location,temperature,smoke_level,carbon_monoxide
433,2024-01-02T04:13:19Z,Franklin,87.3,36,75.6
434,2021-04-16T04:13:19Z,Kenny,83.9,214,71.9
435,2015-12-02T04:13:19Z,Campbell,81.6,113,68.1
436,2022-12-30T04:13:19Z,Macquarie,79.8,41,77.9
437,2017-10-24T04:13:19Z,Narrabundah,92.3,181,36.1
438,2017-02-04T04:13:19Z,Macgregor,74.8,34,5.6
439,2020-11-25T04:13:19Z,O'Malley,70.5,188,52.9
440,2019-05-15T04:13:19Z,Chapman,18.0,292,11.2
441,2017-01-08T04:13:19Z,Calwell,50.5,174,10.6
442,2015-03-08T04:13:19Z,Theodore,30.0,103,45.0
443,2021-11-23T04:13:19Z,Kambah,39.5,145,78.6
444,2016-08-04T04:13:19Z,Torrens,62.0,35,26.5
445,2024-04-02T04:13:19Z,Gungahlin,44.4,299,5.1
446,2018-09-11T04:13:19Z,Kingston,84.3,272,96.4
447,2018-05-08T04:13:19Z,Hall,59.0,268,35.1
448,2016-03-09T04:13:19Z,Franklin,16.1,166,2.3
449,2023-08-12T04:13:19Z,Dunlop,40.7,235,26.6
450,2015-05-19T04:13:19Z,Dunlop,96.9,248,15.4
451,2020-09-17T04:13:19Z,Harrison,37.0,152,18.1
452,2016-11-16T04:13:19Z,Chifley,47.0,47,72.5
453,2022-05-12T04:13:19Z,Fadden,88.4,131,24.5
454,2018-04-20T04:13:19Z,Hall,17.0,156,27.7
455,2023-07-01T04:13:19Z,Lyons,66.2,234,23.8
456,2020-09-02T04:13:19Z,Dunlop,48.5,234,84.3
457,2020-12-27T04:13:19Z,Cook,94.2,33,19.6
458,2024-08-08T04:13:19Z,Wright,98.7,170,96.4
459,2021-12-24T04:13:19Z,Dickson,60.3,32,14.4
460,2019-04-16T04:13:19Z,Fyshwick,44.0,242,92.9
461,2022-11-13T04:13:19Z,Weston,20.0,64,61.3
462,2017-04-30T04:13:19Z,Belconnen,51.6,208,19.5
463,2015-06-08T04:13:19Z,Ngunnawal,65.2,62,13.5
464,2017-04-15T04:13:19Z,Ainslie,28.3,128,72.3
465,2021-09-01T04:13:19Z,Hawker,65.1,31,68.3
466,2021-05-18T04:13:19Z,Acton,25.5,220,42.5
467,2016-07-17T04:13:19Z,Dunlop,49.9,153,1.1
468,2015-04-04T04:13:19Z,Throsby,21.7,182,55.3
469,2016-02-19T04:13:19Z,Hughes,65.6,202,95.3
470,2020-04-26T04:13:19Z,Rivett,21.6,23,72.8
471,2019-12-13T04:13:19Z,Harrison,45.0,61,92.5
472,2019-02-20T04:13:19Z,Chisholm,19.9,258,85.8
473,2022-08-31T04:13:19Z,Russell,57.7,112,73.6
474,2023-10-07T04:13:19Z,Monash,49.1,184,47.0
475,2018-12-16T04:13:19Z,Narrabundah,28.6,121,12.2
476,2017-11-06T04:13:19Z,Hume,18.8,135,68.3
477,2019-06-19T04:13:19Z,Melba,56.7,245,43.0
478,2019-07-20T04:13:19Z,Mitchell,33.9,189,26.9
479,2017-11-16T04:13:19Z,Dunlop,35.0,1,28.2
480,2022-06-22T04:13:19Z,Uriarra Village,66.3,148,74.3
481,2019-12-14T04:13:19Z,Lyons,34.3,75,19.2
482,2023-01-08T04:13:19Z,Giralang,94.5,159,75.3
483,2022-06-13T04:13:19Z,Crace,59.2,104,72.8
484,2020-03-28T04:13:19Z,Barton,67.3,130,76.4
485,2015-10-21T04:13:19Z,Molonglo,17.1,162,25.6
486,2016-07-30T04:13:19Z,Phillip,26.4,179,67.6
487,2014-11-29T04:13:19Z,Charnwood,31.3,207,78.8
488,2016-03-15T04:13:19Z,Charnwood,73.5,79,79.6
489,2016-11-18T04:13:19Z,Dunlop,30.4,78,18.9
490,2016-03-25T04:13:19Z,Melba,24.1,298,73.7
491,2018-04-01T04:13:19Z,Curtin,60.1,46,5.9
492,2023-02-08T04:13:19Z,Pearce,66.8,190,0.9
493,2019-05-03T04:13:19Z,Gilmore,66.5,279,65.7
494,2019-07-24T04:13:19Z,Duffy,72.1,111,68.3
495,2024-01-03T04:13:19Z,Acton,90.4,94,8.5
496,2024-08-05T04:13:19Z,O'Malley,61.7,140,52.9
497,2019-12-13T04:13:19Z,Pialligo,63.8,239,15.4
498,2021-08-20T04:13:19Z,Isabella Plains,22.1,165,77.1
499,2014-12-06T04:13:19Z,Gordon,25.0,294,12.0
500,2017-09-29T04:13:19Z,Isabella Plains,24.2,242,48.0
501,2018-09-06T04:13:19Z,Kaleen,26.7,58,63.8
502,2018-01-04T04:13:19Z,Kambah,38.6,146,97.6
503,2023-07-17T04:13:19Z,Torrens,28.2,185,37.9
504,2017-05-09T04:13:19Z,Page,50.6,219,80.6
505,2017-11-21T04:13:19Z,City,50.0,97,33.0
506,2024-09-08T04:13:19Z,Page,17.6,261,5.5
507,2021-06-04T04:13:19Z,Torrens,96.4,288,22.4
508,2020-01-03T04:13:19Z,Palmerston,60.4,60,16.3
509,2016-09-23T04:13:19Z,Bruce,30.3,286,51.9
510,2018-05-06T04:13:19Z,Kenny,25.5,14,28.9
511,2019-06-07T04:13:19Z,Griffith,92.5,59,18.8
512,2015-02-13T04:13:19Z,Harrison,29.3,44,8.7
513,2015-08-03T04:13:19Z,Beard,48.2,72,45.3
514,2022-11-21T04:13:19Z,Lawson,67.4,87,96.5
515,2016-08-10T04:13:19Z,Conder,92.5,146,30.7
516,2017-12-28T04:13:19Z,Wright,86.2,196,61.2
517,2016-11-20T04:13:19Z,Molonglo,23.8,262,11.2
518,2022-05-04T04:13:19Z,Narrabundah,46.3,148,14.9
519,2024-09-13T04:13:19Z,Weetangera,41.9,8,95.3
520,2022-05-22T04:13:19Z,Crace,73.4,252,54.0
521,2017-09-03T04:13:19Z,Chifley,99.2,283,12.2
522,2024-05-10T04:13:19Z,Latham,68.4,70,8.8
523,2016-09-20T04:13:19Z,Ainslie,86.0,73,74.4
524,2015-08-23T04:13:19Z,Charnwood,22.1,276,29.4
525,2023-08-05T04:13:19Z,Throsby,43.8,28,12.7
526,2016-04-02T04:13:19Z,Hughes,46.0,10,92.6
527,2017-02-12T04:13:19Z,Gordon,62.9,168,80.9
528,2018-01-02T04:13:19Z,Kingston,80.6,251,56.7
529,2019-09-07T04:13:19Z,Melba,23.7,114,9.6
530,2017-04-30T04:13:19Z,Braddon,53.3,210,86.5
531,2023-12-19T04:13:19Z,Fadden,42.8,276,9.8
532,2019-03-30T04:13:19Z,Bonner,62.0,89,10.8
533,2022-11-29T04:13:19Z,Reid,90.9,176,97.0
534,2016-10-06T04:13:19Z,Dunlop,99.2,141,81.5
535,2020-03-13T04:13:19Z,Moncrieff,90.3,230,98.1
536,2015-02-28T04:13:19Z,Charnwood,72.9,77,96.7
537,2014-11-08T04:13:19Z,Kambah,45.9,267,6.9
538,2015-06-10T04:13:19Z,Chapman,77.9,183,78.2
539,2020-06-25T04:13:19Z,Torrens,47.4,189,53.0
540,2019-04-12T04:13:19Z,Taylor,89.3,141,33.1
541,2016-09-04T04:13:19Z,Macquarie,68.1,197,97.4
542,2015-03-22T04:13:19Z,Gungahlin,45.0,31,85.6
543,2023-10-21T04:13:19Z,Giralang,89.9,1,46.5
544,2020-09-03T04:13:19Z,Coombs,43.7,86,35.6
545,2023-05-30T04:13:19Z,Stirling,42.8,285,35.7
546,2021-03-27T04:13:19Z,Russell,53.9,194,45.8
547,2016-11-03T04:13:19Z,Whitlam,48.8,188,66.3
548,2020-02-04T04:13:19Z,Reid,56.9,153,97.6
549,2019-11-11T04:13:19Z,Macgregor,57.4,195,65.2
550,2024-02-12T04:13:19Z,Lyons,60.0,20,12.9
551,2018-08-17T04:13:19Z,Forrest,79.2,55,93.0
552,2020-03-23T04:13:19Z,Oaks Estate,17.1,293,17.0
553,2015-03-18T04:13:19Z,Farrer,90.0,177,31.9
554,2019-08-02T04:13:19Z,Belconnen,43.0,129,51.4
555,2022-09-28T04:13:19Z,Garran,98.9,275,13.6
556,2018-02-05T04:13:19Z,Pearce,38.1,7,3.3
557,2019-03-06T04:13:19Z,Uriarra Village,43.5,218,49.2
558,2019-11-09T04:13:19Z,Belconnen,37.2,152,23.4
559,2018-07-05T04:13:19Z,Hawker,31.9,105,63.3
560,2019-05-09T04:13:19Z,Gungahlin,17.4,290,58.1
561,2019-02-02T04:13:19Z,Pialligo,65.6,147,65.2
562,2018-01-15T04:13:19Z,Palmerston,88.7,265,0.3
563,2023-02-24T04:13:19Z,Banks,96.4,18,93.3
564,2018-06-22T04:13:19Z,Garran,37.7,216,24.2
565,2018-12-18T04:13:19Z,Page,84.7,19,23.6
566,2021-05-26T04:13:19Z,Chapman,76.7,175,18.0
567,2023-04-28T04:13:19Z,Moncrieff,43.7,112,16.4
568,2024-09-02T04:13:19Z,Page,78.6,221,70.9
569,2020-11-04T04:13:19Z,Macarthur,66.4,217,84.8
570,2021-12-16T04:13:19Z,Farrer,57.9,87,66.9
571,2022-10-02T04:13:19Z,Bruce,53.3,120,24.5
572,2017-05-19T04:13:19Z,Lyons,88.7,140,23.7
573,2018-05-27T04:13:19Z,Chapman,23.1,123,68.2
574,2015-05-02T04:13:19Z,Griffith,28.4,75,38.8
575,2015-07-16T04:13:19Z,Oxley,52.2,129,96.8
576,2016-01-25T04:13:19Z,Gowrie,75.2,14,92.8
577,2016-02-14T04:13:19Z,Parkes,42.2,37,9.5
578,2020-11-08T04:13:19Z,Barton,32.6,55,6.2
579,2024-08-31T04:13:19Z,Amaroo,41.0,158,37.7
580,2024-01-23T04:13:19Z,Red Hill,79.4,217,62.1
581,2020-02-09T04:13:19Z,Hawker,68.8,14,53.4
582,2021-03-22T04:13:19Z,Beard,38.6,130,41.8
583,2019-05-20T04:13:19Z,Franklin,24.6,211,14.4
584,2019-12-07T04:13:19Z,Charnwood,31.0,294,16.0
585,2019-12-17T04:13:19Z,Pialligo,27.6,48,78.2
586,2021-01-10T04:13:19Z,Farrer,64.7,61,43.0
587,2024-04-18T04:13:19Z,Throsby,51.7,266,78.6
588,2021-03-09T04:13:19Z,Wanniassa,65.7,237,68.2
589,2022-06-23T04:13:19Z,Gungahlin,68.4,215,68.9
590,2015-03-14T04:13:19Z,Pialligo,44.4,84,68.6
591,2018-10-13T04:13:19Z,McKellar,96.8,273,66.9
592,2019-12-14T04:13:19Z,Nicholls,68.5,173,14.9
593,2018-01-11T04:13:19Z,Throsby,64.6,236,48.4
594,2018-02-04T04:13:19Z,Garran,54.6,103,61.9
595,2017-10-16T04:13:19Z,Gordon,69.9,248,0.2
596,2021-12-22T04:13:19Z,Pearce,31.6,40,84.2
597,2024-07-27T04:13:19Z,Jacka,29.0,68,54.3
598,2023-03-09T04:13:19Z,Theodore,97.9,3,35.0
599,2024-06-18T04:13:19Z,Hackett,22.3,76,14.2
600,2018-05-06T04:13:19Z,Downer,58.9,293,97.0
601,2015-07-01T04:13:19Z,Flynn,74.1,106,60.2
602,2022-10-22T04:13:19Z,Fraser,72.4,115,0.3
603,2015-05-28T04:13:19Z,Griffith,18.4,62,39.6
604,2024-01-30T04:13:19Z,Barton,76.2,232,91.3
605,2023-07-22T04:13:19Z,Farrer,87.5,80,97.6
606,2018-07-12T04:13:19Z,Spence,83.1,51,33.5
607,2015-06-12T04:13:19Z,Narrabundah,99.1,194,91.7
608,2020-10-05T04:13:19Z,Kambah,19.6,112,8.0
609,2022-04-26T04:13:19Z,Greenway,75.1,236,45.1
610,2022-07-21T04:13:19Z,Phillip,63.7,238,11.2
611,2014-11-15T04:13:19Z,Molonglo,33.8,184,59.5
612,2023-12-19T04:13:19Z,Coombs,21.3,217,24.4
613,2019-01-22T04:13:19Z,Torrens,42.4,48,75.6
614,2024-05-08T04:13:19Z,Mitchell,50.8,97,96.4
615,2016-06-24T04:13:19Z,Monash,42.8,40,54.9
616,2016-12-21T04:13:19Z,McKellar,94.6,182,80.1
617,2018-08-25T04:13:19Z,Narrabundah,82.4,101,47.4
618,2016-10-27T04:13:19Z,Page,60.5,278,38.8
619,2021-02-05T04:13:19Z,Isaacs,37.5,300,56.3
620,2021-09-10T04:13:19Z,Charnwood,55.5,15,12.3
621,2016-02-14T04:13:19Z,Uriarra Village,35.4,161,84.2
622,2014-10-21T04:13:19Z,Chapman,21.4,168,41.2
623,2024-01-20T04:13:19Z,Fraser,65.0,88,51.7
624,2017-06-09T04:13:19Z,O'Connor,72.1,110,18.3
625,2019-11-18T04:13:19Z,Chisholm,88.3,295,85.0
626,2023-08-08T04:13:19Z,Watson,86.3,151,94.0
627,2020-11-11T04:13:19Z,Gilmore,46.4,9,75.8
628,2017-07-04T04:13:19Z,Holt,19.0,0,81.2
629,2020-05-26T04:13:19Z,Higgins,35.4,185,80.6
630,2020-11-22T04:13:19Z,Lawson,37.3,290,62.9
631,2015-09-01T04:13:19Z,McKellar,44.5,96,5.8
632,2017-10-26T04:13:19Z,Theodore,58.5,90,29.4
633,2024-08-06T04:13:19Z,Whitlam,70.5,95,98.3
634,2019-02-07T04:13:19Z,Lyneham,73.5,157,51.2
635,2023-12-09T04:13:19Z,Giralang,45.4,168,32.6
636,2020-04-05T04:13:19Z,Braddon,63.6,273,73.9
637,2015-10-13T04:13:19Z,Watson,56.4,296,5.2
638,2019-02-25T04:13:19Z,Russell,91.9,31,5.6
639,2021-06-04T04:13:19Z,Macnamara,97.1,102,72.9
640,2018-09-01T04:13:19Z,Hughes,19.3,135,60.5
641,2021-11-06T04:13:19Z,Lawson,68.1,293,82.6
642,2017-01-03T04:13:19Z,Hall,18.3,163,60.0
643,2022-08-19T04:13:19Z,Macnamara,67.5,173,31.6
644,2021-08-31T04:13:19Z,Stirling,69.4,217,14.7
645,2022-11-27T04:13:19Z,Palmerston,92.8,170,37.3
646,2021-04-21T04:13:19Z,Wanniassa,35.8,253,80.5
647,2022-12-20T04:13:19Z,Russell,96.2,176,19.6
648,2014-09-29T04:13:19Z,Holt,77.7,229,96.2
649,2021-12-14T04:13:19Z,Spence,27.0,176,20.7
650,2020-03-14T04:13:19Z,Dickson,97.6,257,4.9
651,2017-07-24T04:13:19Z,Torrens,28.5,132,16.4
652,2015-03-07T04:13:19Z,Franklin,38.4,278,60.6
653,2015-08-15T04:13:19Z,Watson,27.2,256,11.9
654,2021-06-03T04:13:19Z,Gowrie,62.7,21,57.8
655,2019-06-14T04:13:19Z,Lyneham,76.7,219,13.9
656,2024-01-04T04:13:19Z,Beard,18.5,143,67.2
657,2022-12-09T04:13:19Z,Hall,57.7,201,72.2
658,2017-08-03T04:13:19Z,Belconnen,89.8,228,17.2
659,2016-04-19T04:13:19Z,Crace,29.2,293,34.2
660,2018-07-19T04:13:19Z,Denman Prospect,78.8,239,11.8
661,2022-12-29T04:13:19Z,Oxley,69.0,11,29.5
662,2018-11-04T04:13:19Z,Stirling,59.0,146,2.7
663,2015-09-19T04:13:19Z,Red Hill,19.5,122,58.3
664,2022-12-17T04:13:19Z,Red Hill,17.9,36,11.0
665,2018-12-28T04:13:19Z,Curtin,75.4,102,36.5
666,2021-02-15T04:13:19Z,Campbell,70.0,183,92.3
667,2014-10-05T04:13:19Z,Macquarie,89.5,157,71.4
668,2018-05-31T04:13:19Z,Conder,66.9,298,5.4
669,2019-04-30T04:13:19Z,Bonython,77.2,177,49.2
670,2023-03-25T04:13:19Z,Stirling,54.6,35,34.5
671,2020-10-21T04:13:19Z,Chifley,95.6,38,13.2
672,2014-11-09T04:13:19Z,Evatt,47.3,110,34.2
673,2024-04-08T04:13:19Z,Pearce,46.0,241,1.4
674,2019-07-14T04:13:19Z,Isaacs,61.2,152,5.3
675,2017-05-13T04:13:19Z,Oaks Estate,29.3,300,9.7
676,2020-04-07T04:13:19Z,Florey,78.2,206,51.4
677,2017-05-22T04:13:19Z,Hume,63.1,259,75.5
678,2014-10-18T04:13:19Z,Weston,19.3,187,66.7
679,2017-05-17T04:13:19Z,Banks,62.2,231,99.2
680,2015-08-14T04:13:19Z,Throsby,91.9,41,77.3
681,2023-05-25T04:13:19Z,Parkes,37.4,54,38.9
682,2017-04-09T04:13:19Z,Forrest,18.7,160,44.9
683,2016-11-27T04:13:19Z,Nicholls,80.8,128,48.1
684,2024-07-12T04:13:19Z,Acton,34.7,226,32.3
685,2019-06-19T04:13:19Z,Gilmore,60.6,281,36.7
686,2017-02-10T04:13:19Z,Russell,83.0,148,63.2
687,2021-12-05T04:13:19Z,Hall,48.9,174,67.1
688,2014-11-03T04:13:19Z,Dickson,93.7,178,65.6
689,2021-01-05T04:13:19Z,Braddon,77.0,56,23.5
690,2023-03-22T04:13:19Z,Franklin,62.4,280,70.4
691,2018-01-14T04:13:19Z,O'Connor,35.6,27,31.5
692,2017-12-29T04:13:19Z,Flynn,31.1,96,99.9
693,2022-05-24T04:13:19Z,Rivett,48.2,194,15.6
694,2021-02-02T04:13:19Z,Beard,74.8,73,84.9
695,2016-10-10T04:13:19Z,Scullin,97.1,196,19.0
696,2022-08-17T04:13:19Z,Deakin,72.7,114,50.6
697,2014-11-13T04:13:19Z,Belconnen,17.7,32,21.6
698,2021-08-21T04:13:19Z,Red Hill,37.6,60,16.7
699,2019-12-18T04:13:19Z,Waramanga,75.5,224,52.1
700,2016-10-02T04:13:19Z,Florey,65.8,80,42.5
701,2016-01-14T04:13:19Z,Theodore,25.5,61,19.6
702,2018-05-22T04:13:19Z,Hawker,84.8,111,63.1
703,2021-01-28T04:13:19Z,Barton,54.8,90,71.5
704,2019-10-01T04:13:19Z,Griffith,84.2,274,14.8
705,2019-06-07T04:13:19Z,Weston,92.4,283,69.2
706,2015-06-27T04:13:19Z,Garran,62.8,85,70.8
707,2016-10-31T04:13:19Z,O'Connor,47.1,27,52.8
708,2015-04-13T04:13:19Z,Spence,51.9,45,50.4
709,2015-12-28T04:13:19Z,Throsby,24.2,230,32.5
710,2020-12-19T04:13:19Z,Higgins,92.6,276,72.1
711,2022-02-28T04:13:19Z,Denman Prospect,87.3,56,37.9
712,2023-02-24T04:13:19Z,Aranda,50.1,235,47.9
713,2021-04-22T04:13:19Z,Fyshwick,89.1,244,48.4
714,2021-02-02T04:13:19Z,Franklin,44.4,99,25.0
715,2019-04-13T04:13:19Z,Narrabundah,72.8,86,33.1
716,2015-02-05T04:13:19Z,Melba,62.3,160,78.1
717,2017-03-29T04:13:19Z,Symonston,23.0,294,60.9
718,2018-12-29T04:13:19Z,Theodore,29.2,50,53.6
719,2016-04-14T04:13:19Z,Fisher,31.5,51,72.4
720,2022-11-11T04:13:19Z,Kambah,50.1,283,79.2
721,2016-08-20T04:13:19Z,Kingston,81.4,253,60.7
722,2020-04-21T04:13:19Z,Gowrie,94.0,42,43.5
723,2024-02-24T04:13:19Z,Calwell,51.3,222,31.1
724,2015-08-01T04:13:19Z,Molonglo,69.6,2,38.3
725,2018-07-19T04:13:19Z,Holt,26.2,268,15.1
726,2016-06-16T04:13:19Z,Taylor,28.5,109,0.8
727,2022-01-13T04:13:19Z,Yarralumla,73.6,260,71.9
728,2015-03-03T04:13:19Z,Evatt,42.1,245,31.4
729,2021-04-08T04:13:19Z,Isabella Plains,64.4,70,68.0
730,2015-02-01T04:13:19Z,Lawson,92.0,168,26.3
731,2023-05-11T04:13:19Z,Oaks Estate,75.2,184,16.4
732,2022-04-04T04:13:19Z,Palmerston,42.8,9,4.9
733,2022-07-19T04:13:19Z,Chapman,45.4,62,66.8
734,2024-02-23T04:13:19Z,Ngunnawal,19.0,82,50.1
735,2022-10-22T04:13:19Z,Latham,25.9,186,36.6
736,2020-11-23T04:13:19Z,Turner,20.0,129,12.1
737,2017-10-30T04:13:19Z,Duffy,57.8,152,70.3
738,2015-07-14T04:13:19Z,Weston,64.4,99,50.3
739,2024-01-20T04:13:19Z,Curtin,74.4,243,69.8
740,2019-04-22T04:13:19Z,Conder,32.0,147,66.0
741,2021-09-01T04:13:19Z,Holt,47.7,10,78.6
742,2021-05-24T04:13:19Z,Bonython,53.1,241,42.4
743,2016-03-15T04:13:19Z,Greenway,57.6,104,76.8
744,2017-06-03T04:13:19Z,Oaks Estate,62.3,206,38.3
745,2022-06-04T04:13:19Z,Curtin,80.7,111,31.4
746,2015-05-06T04:13:19Z,Isaacs,80.3,174,97.3
747,2021-03-11T04:13:19Z,Dunlop,87.8,145,59.0
748,2024-03-30T04:13:19Z,Kenny,72.5,192,71.9
749,2018-10-15T04:13:19Z,Wright,65.7,52,24.7
750,2018-12-12T04:13:19Z,Bonython,96.6,218,95.6
751,2021-05-22T04:13:19Z,Torrens,75.2,191,17.9
752,2023-03-13T04:13:19Z,City,49.3,3,15.6
753,2015-05-10T04:13:19Z,Rivett,87.5,194,2.4
754,2023-03-21T04:13:19Z,Kambah,46.8,124,68.5
755,2016-04-02T04:13:19Z,Weston,44.2,24,39.9
756,2016-09-18T04:13:19Z,Red Hill,68.5,295,66.7
757,2023-01-19T04:13:19Z,Yarralumla,27.3,170,33.5
758,2018-01-02T04:13:19Z,Bonython,44.1,295,69.7
759,2021-09-29T04:13:19Z,Calwell,99.9,50,39.1
760,2021-12-29T04:13:19Z,Waramanga,71.9,174,44.6
761,2021-06-30T04:13:19Z,Reid,99.1,184,93.0
762,2016-04-07T04:13:19Z,Crace,70.4,76,84.8
763,2020-12-10T04:13:19Z,Chapman,98.6,204,27.5
764,2017-06-26T04:13:19Z,Phillip,58.2,242,66.9
765,2016-10-17T04:13:19Z,Farrer,71.5,138,61.6
766,2019-10-14T04:13:19Z,Ngunnawal,23.8,31,20.8
767,2018-08-24T04:13:19Z,Deakin,61.7,238,89.6
768,2019-10-21T04:13:19Z,Torrens,34.0,177,6.3
769,2017-08-04T04:13:19Z,Denman Prospect,63.3,18,67.8
770,2015-03-16T04:13:19Z,Uriarra Village,99.7,44,41.6
771,2021-09-19T04:13:19Z,Aranda,54.2,275,43.7
772,2016-02-20T04:13:19Z,Fadden,51.8,258,45.0
773,2016-12-24T04:13:19Z,Farrer,91.4,72,62.1
774,2023-06-05T04:13:19Z,Bruce,88.2,279,10.8
775,2019-03-26T04:13:19Z,Stirling,64.9,268,64.5
776,2014-10-23T04:13:19Z,Beard,30.1,272,8.8
777,2018-09-18T04:13:19Z,Hackett,62.4,82,53.4
778,2018-07-29T04:13:19Z,Ainslie,43.4,189,35.5
779,2017-01-21T04:13:19Z,Taylor,35.8,164,7.8
780,2022-02-22T04:13:19Z,Garran,40.6,42,66.4
781,2014-11-03T04:13:19Z,Oxley,82.3,191,74.3
782,2016-01-15T04:13:19Z,Forrest,67.5,110,22.0
783,2019-01-03T04:13:19Z,Conder,33.1,32,41.0
784,2015-10-30T04:13:19Z,Isabella Plains,26.5,49,3.6
785,2019-02-19T04:13:19Z,Farrer,24.8,252,24.5
786,2016-08-17T04:13:19Z,Whitlam,89.0,198,10.9
787,2015-08-30T04:13:19Z,Throsby,67.3,263,20.3
788,2017-11-29T04:13:19Z,Throsby,30.8,194,67.0
789,2015-08-25T04:13:19Z,Holt,16.6,116,66.7
790,2022-02-18T04:13:19Z,Bonner,39.1,218,36.2
791,2024-01-21T04:13:19Z,Conder,37.3,295,89.9
792,2019-06-23T04:13:19Z,Macquarie,73.0,68,76.0
793,2023-06-05T04:13:19Z,Page,25.7,108,58.4
794,2018-06-04T04:13:19Z,Reid,93.0,234,1.8
795,2014-12-04T04:13:19Z,Fisher,88.1,25,3.3
796,2016-08-02T04:13:19Z,Conder,44.0,196,58.1
797,2024-01-14T04:13:19Z,Hawker,47.7,201,77.5
798,2014-09-28T04:13:19Z,Forrest,94.6,178,66.8
799,2017-10-18T04:13:19Z,Evatt,91.6,212,69.7
800,2017-02-18T04:13:19Z,Molonglo,15.6,283,31.0
801,2018-12-20T04:13:19Z,Scullin,45.0,90,85.0
802,2024-05-18T04:13:19Z,O'Connor,31.8,104,11.5
803,2023-12-04T04:13:19Z,Macnamara,17.0,28,31.3
804,2015-09-21T04:13:19Z,Bruce,49.5,278,81.6
805,2024-08-12T04:13:19Z,Monash,58.3,215,33.0
806,2024-02-11T04:13:19Z,Franklin,37.8,78,69.6
807,2017-10-26T04:13:19Z,Deakin,33.7,31,61.9
808,2018-09-27T04:13:19Z,Macquarie,25.0,174,66.2
809,2014-11-03T04:13:19Z,Hume,97.4,248,40.7
810,2022-02-22T04:13:19Z,Chifley,44.6,5,44.1
811,2021-05-01T04:13:19Z,Belconnen,39.8,237,87.9
812,2015-08-02T04:13:19Z,Lyons,38.1,112,10.6
813,2016-09-18T04:13:19Z,Taylor,55.9,90,63.8
814,2023-06-11T04:13:19Z,Chapman,36.3,151,68.7
815,2015-11-16T04:13:19Z,Belconnen,58.6,155,93.5
816,2021-12-08T04:13:19Z,Franklin,19.7,272,70.9
817,2024-03-28T04:13:19Z,Wright,68.2,39,93.2
818,2021-08-25T04:13:19Z,Isaacs,20.0,82,31.6
819,2016-09-17T04:13:19Z,Pearce,32.5,269,94.6
820,2016-12-06T04:13:19Z,Molonglo,89.4,58,37.3
821,2019-12-06T04:13:19Z,Belconnen,32.9,105,33.0
822,2023-10-23T04:13:19Z,Bonner,18.4,82,16.4
823,2015-01-28T04:13:19Z,Higgins,16.1,250,61.5
824,2024-07-02T04:13:19Z,Watson,26.2,259,5.6
825,2016-02-15T04:13:19Z,Monash,23.7,64,53.4
826,2024-09-02T04:13:19Z,Hawker,73.6,143,76.7
827,2017-01-31T04:13:19Z,Kaleen,83.5,82,85.2
828,2023-02-19T04:13:19Z,Spence,90.2,116,18.9
829,2015-08-16T04:13:19Z,Nicholls,20.4,205,50.5
830,2021-07-28T04:13:19Z,Acton,61.8,291,34.5
831,2016-12-24T04:13:19Z,Kingston,75.8,152,34.6
832,2018-10-27T04:13:19Z,Chifley,43.9,278,70.2
833,2019-03-18T04:13:19Z,Kambah,80.4,190,16.6
834,2020-09-05T04:13:19Z,Torrens,62.1,300,76.4
835,2016-05-14T04:13:19Z,Dickson,25.1,77,17.7
836,2019-04-06T04:13:19Z,Melba,74.7,59,45.8
837,2019-07-16T04:13:19Z,Greenway,69.6,106,88.0
838,2023-10-07T04:13:19Z,Garran,20.1,75,27.3
839,2016-02-02T04:13:19Z,Lawson,25.9,29,29.0
840,2019-08-10T04:13:19Z,Dunlop,31.3,85,27.3
841,2017-11-01T04:13:19Z,Stirling,81.1,2,16.6
842,2017-08-06T04:13:19Z,Gordon,59.7,139,72.5
843,2018-06-09T04:13:19Z,Denman Prospect,55.2,292,4.9
844,2020-02-15T04:13:19Z,Pialligo,24.0,52,97.2
845,2023-02-21T04:13:19Z,Fisher,74.3,157,23.9
846,2023-09-21T04:13:19Z,Pearce,76.8,14,32.2
847,2021-07-08T04:13:19Z,Macarthur,54.0,182,64.6
848,2018-01-23T04:13:19Z,Kenny,81.4,208,32.8
849,2023-03-04T04:13:19Z,Downer,76.7,21,2.1
850,2022-09-14T04:13:19Z,Curtin,44.7,23,76.9
851,2020-02-29T04:13:19Z,Macarthur,64.2,191,68.1
852,2015-05-07T04:13:19Z,Dunlop,43.4,98,88.3
853,2015-05-10T04:13:19Z,Griffith,54.2,235,78.3
854,2022-06-29T04:13:19Z,Page,36.5,9,32.8
855,2020-12-04T04:13:19Z,Uriarra Village,45.8,90,46.8
856,2017-05-14T04:13:19Z,Richardson,46.1,196,43.6
857,2017-07-05T04:13:19Z,Cook,20.0,47,71.7
858,2018-02-18T04:13:19Z,Red Hill,61.4,96,22.4
859,2015-04-15T04:13:19Z,Kaleen,65.5,93,38.7
860,2021-04-14T04:13:19Z,Kenny,97.5,231,39.9
861,2019-12-01T04:13:19Z,Chisholm,63.6,176,90.6
862,2015-12-20T04:13:19Z,Lyneham,27.7,11,13.6
863,2015-09-30T04:13:19Z,Charnwood,59.5,138,89.6
864,2022-05-18T04:13:19Z,Uriarra Village,26.6,273,74.1
865,2022-09-14T04:13:19Z,Scullin,97.5,284,63.9
